arb_ID,timestamp,asset_in,amount_in,asset_out,amount_out,source_pool,target_pool,delta_X
ARB_00709_1405,2025-02-04 23:20:35.167421,ETH.ETH,5.73634032,MAYA.CACAO,26762.47269421,ETH.ETH-MAYA.CACAO,ETH.ETH-MAYA.CACAO,-232940.288722
ARB_00710_2157,2025-02-11 07:01:37.167427,BTC.BTC,6.14435359,MAYA.CACAO,108601.70292025,BTC.BTC-MAYA.CACAO,BTC.BTC-MAYA.CACAO,-68608.80129344
ARB_00711_6479,2025-03-03 11:15:55.167433,MAYA.CACAO,1.15289191,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,35513.64935909,MAYA.CACAO-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,MAYA.CACAO-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,-13114.54927182
ARB_00712_4591,2025-03-01 17:01:37.167438,MAYA.CACAO,7.92416484,KUJI.KUJI,72857.18545817,MAYA.CACAO-KUJI.KUJI,MAYA.CACAO-KUJI.KUJI,70657.94499616
ARB_00713_5364,2024-11-19 14:52:36.167444,MAYA.CACAO,1.72552033,ETH.ETH,95298.84506207,ETH.ETH-MAYA.CACAO,ETH.ETH-MAYA.CACAO,27001.72118675
ARB_00714_1228,2024-12-17 13:32:29.167449,BTC.BTC,0.18731869,MAYA.CACAO,3533.3452371,BTC.BTC-MAYA.CACAO,BTC.BTC-MAYA.CACAO,-5344.26285912
ARB_00715_5604,2025-02-05 03:35:51.167455,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,7.60183779,BTC.BTC,297891.09495518,BTC.BTC-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,BTC.BTC-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,126383.39727269
ARB_00716_3751,2024-12-08 06:54:20.167460,ETH.ETH,9.44751984,MAYA.CACAO,147710.71502781,ETH.ETH-MAYA.CACAO,ETH.ETH-MAYA.CACAO,-193896.15127828
ARB_00717_3923,2025-03-26 18:08:01.167466,BTC.BTC,8.71771204,ETH.ETH,43481.97178692,BTC.BTC-ETH.ETH,BTC.BTC-ETH.ETH,-307069.68141336
ARB_00718_4027,2025-02-14 17:05:24.167472,MAYA.CACAO,8.58259702,KUJI.KUJI,171444.52670694,MAYA.CACAO-KUJI.KUJI,MAYA.CACAO-KUJI.KUJI,-115298.06458056
ARB_00719_5085,2025-01-29 17:00:28.167477,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,3.6577862,ETH.ETH,86886.01470513,ETH.ETH-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,ETH.ETH-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,12070.74308338
ARB_00720_7464,2024-12-14 15:57:55.167483,KUJI.KUJI,1.13603092,BTC.BTC,46952.03568902,BTC.BTC-KUJI.KUJI,BTC.BTC-KUJI.KUJI,1069.87735103
ARB_00721_6224,2025-01-04 19:57:44.167488,MAYA.CACAO,4.64128857,ETH.ETH,153110.97270626,ETH.ETH-MAYA.CACAO,ETH.ETH-MAYA.CACAO,52072.49715129
ARB_00722_2809,2025-03-07 15:43:30.167494,ETH.ETH,0.82749249,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,23331.73775724,ETH.ETH-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,ETH.ETH-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,-13374.00198161
ARB_00723_6893,2025-01-22 11:20:55.167500,BTC.BTC,2.36223928,ETH.ETH,59209.63780001,BTC.BTC-ETH.ETH,BTC.BTC-ETH.ETH,6860.3659412
ARB_00724_4093,2025-01-26 22:45:14.167505,BTC.BTC,7.81366519,MAYA.CACAO,289089.238269,BTC.BTC-MAYA.CACAO,BTC.BTC-MAYA.CACAO,197392.07249294
ARB_00725_9628,2024-11-29 01:34:07.167511,KUJI.KUJI,7.59927296,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,240662.16710661,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48-KUJI.KUJI,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48-KUJI.KUJI,-12026.59680872
ARB_00726_9601,2024-11-20 00:22:47.167516,KUJI.KUJI,8.35081234,BTC.BTC,279150.25430858,BTC.BTC-KUJI.KUJI,BTC.BTC-KUJI.KUJI,-92694.45785109
ARB_00727_2077,2025-02-25 23:06:01.167522,MAYA.CACAO,9.35696403,BTC.BTC,174074.13650505,BTC.BTC-MAYA.CACAO,BTC.BTC-MAYA.CACAO,-6998.91139747
ARB_00728_8276,2025-03-26 14:20:14.167527,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,0.89773133,MAYA.CACAO,4000.62767443,MAYA.CACAO-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,MAYA.CACAO-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,-24413.21287226
ARB_00729_4819,2025-01-02 23:59:23.167533,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,6.29820696,BTC.BTC,278550.94478617,BTC.BTC-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,BTC.BTC-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,22860.98901122
ARB_00730_2131,2025-02-28 03:32:52.167539,BTC.BTC,0.32084916,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,3604.1622092,BTC.BTC-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,BTC.BTC-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,-7794.02333232
ARB_00731_7299,2025-03-04 13:34:40.167544,MAYA.CACAO,9.2427767,BTC.BTC,198125.13871056,BTC.BTC-MAYA.CACAO,BTC.BTC-MAYA.CACAO,30385.70202944
ARB_00732_1848,2025-01-20 23:41:45.167550,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,1.78605697,BTC.BTC,71166.06653341,BTC.BTC-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,BTC.BTC-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,950.61387072
ARB_00733_3583,2025-01-13 22:59:53.167556,ETH.ETH,2.03860797,KUJI.KUJI,6876.12361061,ETH.ETH-KUJI.KUJI,ETH.ETH-KUJI.KUJI,-6431.24300772
ARB_00734_7837,2025-03-19 07:28:33.167561,ETH.ETH,4.45008681,BTC.BTC,112310.13559261,BTC.BTC-ETH.ETH,BTC.BTC-ETH.ETH,-87086.54095037
ARB_00735_3112,2024-11-29 00:02:19.167566,BTC.BTC,5.32669653,KUJI.KUJI,127438.63060481,BTC.BTC-KUJI.KUJI,BTC.BTC-KUJI.KUJI,61772.05492253
ARB_00736_4352,2025-01-30 12:19:44.167572,KUJI.KUJI,8.87536345,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,196368.6415968,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48-KUJI.KUJI,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48-KUJI.KUJI,1480.30462249
ARB_00737_2394,2025-04-05 07:31:02.167578,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,8.00459585,MAYA.CACAO,212276.82863556,MAYA.CACAO-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,MAYA.CACAO-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,70778.38359315
ARB_00738_1687,2025-01-22 11:51:21.167583,BTC.BTC,7.90580338,MAYA.CACAO,279867.2315196,BTC.BTC-MAYA.CACAO,BTC.BTC-MAYA.CACAO,-117034.197581
ARB_00739_2979,2024-12-01 09:18:10.167589,ETH.ETH,3.19803433,BTC.BTC,19316.1641513,BTC.BTC-ETH.ETH,BTC.BTC-ETH.ETH,-36180.21592933
ARB_00740_8761,2025-01-31 04:16:39.167595,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,9.2406286,MAYA.CACAO,404626.76641316,MAYA.CACAO-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,MAYA.CACAO-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,267441.79231473
ARB_00741_3233,2025-02-06 00:59:54.167600,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,0.27811555,ETH.ETH,873.44942685,ETH.ETH-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,ETH.ETH-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,-1596.13133266
ARB_00742_3980,2025-03-26 21:58:11.167606,ETH.ETH,0.58556681,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,29946.76119774,ETH.ETH-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,ETH.ETH-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,8295.83662808
ARB_00743_4664,2025-01-01 07:53:46.167612,KUJI.KUJI,3.8790681,MAYA.CACAO,29698.08947079,MAYA.CACAO-KUJI.KUJI,MAYA.CACAO-KUJI.KUJI,-120162.09940279
ARB_00744_5140,2025-01-10 20:33:27.167617,KUJI.KUJI,8.89020408,BTC.BTC,231277.0313959,BTC.BTC-KUJI.KUJI,BTC.BTC-KUJI.KUJI,-25801.42503812
ARB_00745_2053,2025-01-19 17:24:40.167624,KUJI.KUJI,3.96164238,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,138703.29738362,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48-KUJI.KUJI,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48-KUJI.KUJI,-14304.91533219
ARB_00746_7057,2024-12-08 13:48:20.167630,BTC.BTC,0.93068924,MAYA.CACAO,40239.50683634,BTC.BTC-MAYA.CACAO,BTC.BTC-MAYA.CACAO,-2022.47427776
ARB_00747_7194,2025-04-13 16:17:20.167636,KUJI.KUJI,1.55478747,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,80609.3938127,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48-KUJI.KUJI,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48-KUJI.KUJI,67183.84288479
ARB_00748_6309,2025-04-19 21:53:26.167641,KUJI.KUJI,5.39085768,BTC.BTC,62129.96877071,BTC.BTC-KUJI.KUJI,BTC.BTC-KUJI.KUJI,-11540.88938221
ARB_00749_7875,2024-12-26 06:12:24.167646,KUJI.KUJI,8.71789948,MAYA.CACAO,290166.08345795,MAYA.CACAO-KUJI.KUJI,MAYA.CACAO-KUJI.KUJI,226435.0655261
ARB_00750_5613,2025-05-04 22:16:30.167652,BTC.BTC,7.20932223,MAYA.CACAO,53381.58954457,BTC.BTC-MAYA.CACAO,BTC.BTC-MAYA.CACAO,-37066.39509064
ARB_00751_2879,2025-04-12 10:46:48.167658,BTC.BTC,6.89381582,ETH.ETH,206263.51678307,BTC.BTC-ETH.ETH,BTC.BTC-ETH.ETH,24637.38108005
ARB_00752_8777,2024-11-24 17:36:31.167663,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,1.88757608,MAYA.CACAO,70413.37368767,MAYA.CACAO-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,MAYA.CACAO-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,-20423.36874545
ARB_00753_4609,2025-03-08 12:40:44.167669,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,8.17083383,KUJI.KUJI,24234.5592442,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48-KUJI.KUJI,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48-KUJI.KUJI,-120678.80701691
ARB_00754_6150,2025-04-01 02:00:20.167675,ETH.ETH,0.60474972,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,2788.36741715,ETH.ETH-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,ETH.ETH-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,-15861.11340215
ARB_00755_6779,2025-02-09 12:57:27.167680,BTC.BTC,8.78881887,MAYA.CACAO,206015.08726881,BTC.BTC-MAYA.CACAO,BTC.BTC-MAYA.CACAO,-26910.42238215
ARB_00756_3864,2024-11-27 22:10:35.167686,MAYA.CACAO,9.18863174,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,193320.19571455,MAYA.CACAO-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,MAYA.CACAO-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,-179341.46414749
ARB_00757_7524,2025-02-06 18:03:58.167691,KUJI.KUJI,8.92515755,ETH.ETH,29777.48382734,ETH.ETH-KUJI.KUJI,ETH.ETH-KUJI.KUJI,-99118.37306745
ARB_00758_8193,2025-01-30 17:00:18.167697,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,4.27365185,KUJI.KUJI,156673.30325621,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48-KUJI.KUJI,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48-KUJI.KUJI,7679.25384789
ARB_00759_3226,2025-03-15 05:47:23.167704,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,0.44903697,BTC.BTC,13919.9036501,BTC.BTC-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,BTC.BTC-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,11326.93004771
ARB_00760_5482,2025-01-16 01:51:23.167710,BTC.BTC,1.15018145,MAYA.CACAO,33397.57953883,BTC.BTC-MAYA.CACAO,BTC.BTC-MAYA.CACAO,18818.02926511
ARB_00761_1369,2025-03-11 16:32:07.167716,ETH.ETH,2.76820309,KUJI.KUJI,107064.6999572,ETH.ETH-KUJI.KUJI,ETH.ETH-KUJI.KUJI,46082.46174259
ARB_00762_9716,2024-11-23 16:02:51.167721,ETH.ETH,4.63462194,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,126633.75305018,ETH.ETH-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,ETH.ETH-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,121998.14550431
ARB_00763_4401,2024-12-09 11:01:04.167727,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,9.17653726,ETH.ETH,191033.66601442,ETH.ETH-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,ETH.ETH-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,-165594.37260451
ARB_00764_6390,2025-04-18 11:13:27.167732,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,0.32618675,BTC.BTC,6928.31161845,BTC.BTC-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,BTC.BTC-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,-7636.01811827
ARB_00765_5260,2025-04-27 01:09:45.167738,MAYA.CACAO,9.02775032,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,84633.15970515,MAYA.CACAO-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,MAYA.CACAO-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,-193787.92933843
ARB_00766_8459,2024-12-08 14:21:59.167744,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,4.06076405,ETH.ETH,181178.16680096,ETH.ETH-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,ETH.ETH-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,173078.96656484
ARB_00767_4740,2025-03-31 07:01:16.167749,ETH.ETH,0.28410317,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,14826.78740323,ETH.ETH-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,ETH.ETH-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,1938.54097088
ARB_00768_6648,2025-03-23 15:19:30.167755,KUJI.KUJI,3.88709335,BTC.BTC,164653.96046552,BTC.BTC-KUJI.KUJI,BTC.BTC-KUJI.KUJI,117258.33063243
ARB_00769_2649,2025-02-12 22:11:38.167760,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,1.51450709,BTC.BTC,77975.52887371,BTC.BTC-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,BTC.BTC-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,45200.21559882
ARB_00770_7464,2025-05-16 05:20:40.167766,BTC.BTC,4.86826795,KUJI.KUJI,158810.08087244,BTC.BTC-KUJI.KUJI,BTC.BTC-KUJI.KUJI,51179.2591798
ARB_00771_1227,2024-12-18 17:01:27.167771,MAYA.CACAO,5.72524991,BTC.BTC,109762.11515446,BTC.BTC-MAYA.CACAO,BTC.BTC-MAYA.CACAO,-56008.42194461
ARB_00772_2489,2025-03-29 15:22:40.167776,ETH.ETH,0.36898078,BTC.BTC,12859.39032264,BTC.BTC-ETH.ETH,BTC.BTC-ETH.ETH,5935.52088826
ARB_00773_2722,2024-12-21 11:16:27.167782,BTC.BTC,9.7192303,MAYA.CACAO,55584.2499114,BTC.BTC-MAYA.CACAO,BTC.BTC-MAYA.CACAO,-149621.58478897
ARB_00774_5798,2025-04-07 22:47:35.167788,ETH.ETH,6.25823353,BTC.BTC,106061.32935266,BTC.BTC-ETH.ETH,BTC.BTC-ETH.ETH,-168287.64112245
ARB_00775_4424,2025-04-03 01:21:45.167793,BTC.BTC,0.2307156,KUJI.KUJI,10218.96910873,BTC.BTC-KUJI.KUJI,BTC.BTC-KUJI.KUJI,3671.6078736
ARB_00776_1230,2025-01-11 21:19:27.167798,MAYA.CACAO,0.1992404,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,7176.96652138,MAYA.CACAO-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,MAYA.CACAO-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,5241.11358255
ARB_00777_7352,2024-12-12 00:15:48.167804,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,5.76218518,KUJI.KUJI,33696.36696595,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48-KUJI.KUJI,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48-KUJI.KUJI,-81301.90071954
ARB_00778_8970,2024-12-06 17:50:27.167810,KUJI.KUJI,3.03532294,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,99328.60957723,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48-KUJI.KUJI,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48-KUJI.KUJI,-13250.66665391
ARB_00779_6892,2024-11-20 02:30:45.167815,ETH.ETH,9.12276064,MAYA.CACAO,193439.18432952,ETH.ETH-MAYA.CACAO,ETH.ETH-MAYA.CACAO,-198858.0699935
ARB_00780_5733,2025-03-11 00:30:30.167821,BTC.BTC,3.13514635,KUJI.KUJI,69783.89500768,BTC.BTC-KUJI.KUJI,BTC.BTC-KUJI.KUJI,67485.26492361
ARB_00781_2222,2025-04-15 09:57:19.167826,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,0.14944678,ETH.ETH,1516.12809234,ETH.ETH-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,ETH.ETH-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,-3922.22869061
ARB_00782_1034,2025-03-08 20:28:51.167832,ETH.ETH,7.55944708,KUJI.KUJI,392276.5607177,ETH.ETH-KUJI.KUJI,ETH.ETH-KUJI.KUJI,229216.03020322
ARB_00783_2025,2024-12-17 06:35:57.167837,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,6.40263227,MAYA.CACAO,138950.68797276,MAYA.CACAO-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,MAYA.CACAO-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,-132041.54494071
ARB_00784_9325,2025-02-14 16:56:53.167843,KUJI.KUJI,3.62707372,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,31600.60404694,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48-KUJI.KUJI,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48-KUJI.KUJI,28517.94521876
ARB_00785_1831,2025-04-20 15:55:28.167848,MAYA.CACAO,5.42619267,KUJI.KUJI,38307.95688331,MAYA.CACAO-KUJI.KUJI,MAYA.CACAO-KUJI.KUJI,28313.36561786
ARB_00786_1555,2025-04-22 15:11:55.167854,ETH.ETH,4.43459268,MAYA.CACAO,105989.246506,ETH.ETH-MAYA.CACAO,ETH.ETH-MAYA.CACAO,-48596.48874054
ARB_00787_5736,2025-04-13 06:34:10.167861,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,9.42718006,BTC.BTC,341146.91210527,BTC.BTC-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,BTC.BTC-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,263096.97038393
ARB_00788_2398,2025-04-17 23:55:42.167867,ETH.ETH,1.54621585,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,28177.68919534,ETH.ETH-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,ETH.ETH-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,3195.53203186
ARB_00789_2420,2024-12-01 21:06:39.167872,KUJI.KUJI,1.26816602,BTC.BTC,37461.20283508,BTC.BTC-KUJI.KUJI,BTC.BTC-KUJI.KUJI,34596.63523832
ARB_00790_4949,2025-02-11 21:51:13.167878,KUJI.KUJI,9.52808073,MAYA.CACAO,48215.81847103,MAYA.CACAO-KUJI.KUJI,MAYA.CACAO-KUJI.KUJI,-307071.90909955
ARB_00791_8525,2024-11-24 01:08:30.167883,ETH.ETH,5.96698551,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,14260.15452759,ETH.ETH-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,ETH.ETH-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,-130570.82248042
ARB_00792_9615,2025-04-28 17:04:14.167889,ETH.ETH,3.57271559,BTC.BTC,8336.57490697,BTC.BTC-ETH.ETH,BTC.BTC-ETH.ETH,-141997.44456718
ARB_00793_1325,2025-02-20 13:58:46.167894,MAYA.CACAO,0.53868127,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,5997.00379891,MAYA.CACAO-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,MAYA.CACAO-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,2133.18596616
ARB_00794_5444,2024-12-11 19:34:24.167900,BTC.BTC,1.64335484,KUJI.KUJI,75779.71550077,BTC.BTC-KUJI.KUJI,BTC.BTC-KUJI.KUJI,56422.70844805
ARB_00795_2238,2025-03-15 17:57:30.167905,ETH.ETH,1.85221921,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,47491.47618806,ETH.ETH-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,ETH.ETH-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,32992.50159818
ARB_00796_3666,2025-05-06 07:44:35.167911,BTC.BTC,1.50188812,MAYA.CACAO,32366.18652627,BTC.BTC-MAYA.CACAO,BTC.BTC-MAYA.CACAO,26438.37803218
ARB_00797_8684,2024-12-13 22:54:54.167916,KUJI.KUJI,6.35125734,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,348947.63246572,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48-KUJI.KUJI,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48-KUJI.KUJI,76253.28298489
ARB_00798_3036,2025-04-13 22:47:31.167922,BTC.BTC,6.40846071,ETH.ETH,143009.79449249,BTC.BTC-ETH.ETH,BTC.BTC-ETH.ETH,-94541.96381017
ARB_00799_4463,2025-03-19 10:48:17.167927,ETH.ETH,4.28668014,MAYA.CACAO,130989.44254816,ETH.ETH-MAYA.CACAO,ETH.ETH-MAYA.CACAO,90197.54886035
ARB_00800_3624,2025-04-07 08:38:32.167932,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,3.31812492,ETH.ETH,82267.09323792,ETH.ETH-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,ETH.ETH-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,-6059.24024075
ARB_00801_7265,2025-01-10 17:04:43.167938,KUJI.KUJI,4.09780071,ETH.ETH,111439.03515582,ETH.ETH-KUJI.KUJI,ETH.ETH-KUJI.KUJI,-50315.49022097
ARB_00802_2632,2025-05-01 14:07:09.167944,BTC.BTC,6.94217119,ETH.ETH,57354.09362861,BTC.BTC-ETH.ETH,BTC.BTC-ETH.ETH,24842.06160009
ARB_00803_1449,2024-12-08 16:59:29.167949,MAYA.CACAO,7.72363704,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,356785.98822041,MAYA.CACAO-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,MAYA.CACAO-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,349273.26163666
ARB_00804_7908,2025-03-16 08:45:28.167955,ETH.ETH,6.9814243,KUJI.KUJI,100685.95271435,ETH.ETH-KUJI.KUJI,ETH.ETH-KUJI.KUJI,-173099.63826502
ARB_00805_1377,2025-01-30 09:35:14.167960,BTC.BTC,8.57892015,MAYA.CACAO,434645.16284906,BTC.BTC-MAYA.CACAO,BTC.BTC-MAYA.CACAO,288245.72196444
ARB_00806_6450,2025-01-05 16:27:13.167966,MAYA.CACAO,5.45069715,BTC.BTC,26874.56363448,BTC.BTC-MAYA.CACAO,BTC.BTC-MAYA.CACAO,-40535.47297732
